num,issn,score,name
6037,0000-0000,1.943,American Journal of Rhinology & Allergy
6038,0000-0000,1.943,INORGANIC CHEMISTRY COMMUNICATIONS
6039,0026-6493,1.942,ANNALS OF THE MISSOURI BOTANICAL GARDEN
6040,0000-0000,1.941,ANNALES D ENDOCRINOLOGIE
6041,0012-3862,1.941,Dissertationes Mathematicae
6042,0013-1644,1.941,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT
6043,0013-1644,1.941,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT
6044,1574-1443,1.941,Journal of Inorganic and Organometallic Polymers and Materials
6045,0000-0000,1.941,Psychology of Men & Masculinity
6046,2297-4725,1.941,Visceral Medicine
6047,1995-7645,1.940,Asian Pacific Journal of Tropical Medicine
6048,2005-3606,1.940,International Journal of Stem Cells
6049,0748-4658,1.940,JOURNAL OF PROPULSION AND POWER
6050,1356-7667,1.940,Journal of Vacation Marketing
6051,0303-6812,1.939,JOURNAL OF MATHEMATICAL BIOLOGY
6052,0000-0000,1.939,JOURNAL OF SPORT & SOCIAL ISSUES
6053,1049-4820,1.938,INTERACTIVE LEARNING ENVIRONMENTS
6054,0022-0493,1.938,JOURNAL OF ECONOMIC ENTOMOLOGY
6055,0000-0000,1.938,Journal of Veterinary Behavior-Clinical Applications and Research
6056,0361-3666,1.937,DISASTERS
6057,1660-3796,1.937,TRANSFUSION MEDICINE AND HEMOTHERAPY
6058,1363-4615,1.936,Transcultural Psychiatry
6059,0000-0000,1.935,COMPUTING IN SCIENCE & ENGINEERING
6060,0340-0131,1.935,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH
6061,0000-0000,1.935,Journal of Management & Organization
6062,1618-0240,1.934,ENGINEERING IN LIFE SCIENCES
6063,1385-2728,1.933,CURRENT ORGANIC CHEMISTRY
6064,0380-1330,1.933,JOURNAL OF GREAT LAKES RESEARCH
6065,0000-0000,1.933,JOURNAL OF WOMENS HEALTH
6066,0000-0000,1.933,JOURNAL OF WOMENS HEALTH
6067,0000-0000,1.933,Journal of Integrated Pest Management
6068,1568-5888,1.933,Netherlands Heart Journal
6069,0947-3602,1.933,REQUIREMENTS ENGINEERING
6070,0000-0000,1.932,TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY
6071,0003-9969,1.931,ARCHIVES OF ORAL BIOLOGY
6072,0957-8811,1.931,European Journal of Development Research
6073,1366-9877,1.931,JOURNAL OF RISK RESEARCH
6074,0000-0000,1.931,Telemedicine and e-Health
6075,8755-2930,1.930,EARTHQUAKE SPECTRA
6076,0264-9993,1.930,ECONOMIC MODELLING
6077,1744-1595,1.930,International Journal of Evidence-Based Healthcare
6078,1879-9264,1.930,Linguistic Approaches to Bilingualism
6079,1029-8649,1.930,MUSICAE SCIENTIAE
6080,0000-0000,1.929,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS
6081,0218-8430,1.929,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS
6082,0000-0000,1.929,Materials Research Express
6083,1932-8621,1.929,Personality and Mental Health
6084,0000-0000,1.927,HEALTH EDUCATION & BEHAVIOR
6085,1178-7074,1.927,International Journal of General Medicine
6086,0894-9867,1.926,JOURNAL OF TRAUMATIC STRESS
6087,0030-3755,1.926,OPHTHALMOLOGICA
6088,1466-853X,1.926,PHYSICAL THERAPY IN SPORT
6089,0000-0000,1.926,TEXTILE RESEARCH JOURNAL
6090,0000-0000,1.925,EVOLUTION & DEVELOPMENT
6091,0308-0501,1.925,FIRE AND MATERIALS
6092,0899-9457,1.925,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY
6093,0021-955X,1.925,JOURNAL OF CELLULAR PLASTICS
6094,0022-2585,1.925,JOURNAL OF MEDICAL ENTOMOLOGY
6095,1080-7683,1.925,JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS
6096,0276-1467,1.925,Journal of Macromarketing
6097,0000-0000,1.925,Journal of Mechanisms and Robotics-Transactions of the ASME
6098,0000-0000,1.925,Language Cognition and Neuroscience
6099,0000-0000,1.925,Language Cognition and Neuroscience
6100,0272-4316,1.924,JOURNAL OF EARLY ADOLESCENCE
6101,0090-4295,1.924,UROLOGY
6102,0000-0000,1.923,International Journal for Parasitology-Parasites and Wildlife
6103,2050-1161,1.923,Sexual Medicine
6104,0000-0000,1.922,WIND AND STRUCTURES
6105,0022-3468,1.919,JOURNAL OF PEDIATRIC SURGERY
6106,0024-4201,1.919,LIPIDS
6107,0033-4545,1.919,PURE AND APPLIED CHEMISTRY
6108,0816-4622,1.918,Clinical and Experimental Optometry
6109,1234-1010,1.918,MEDICAL SCIENCE MONITOR
6110,1549-5418,1.918,PHOTOMEDICINE AND LASER SURGERY
6111,1756-2872,1.918,Therapeutic Advances in Urology
6112,1566-0621,1.917,CONSERVATION GENETICS
6113,2041-1286,1.917,International Journal of Applied Glass Science
6114,0000-0000,1.917,International Journal of Mining Reclamation and Environment
6115,0000-0000,1.917,Journal of Experimental Zoology Part A-Ecological and Integrative Physiology
6116,0000-0000,1.917,Journal of Hip Preservation Surgery
6117,0032-3888,1.917,POLYMER ENGINEERING AND SCIENCE
6118,0924-2031,1.917,VIBRATIONAL SPECTROSCOPY
6119,0000-0000,1.916,Healthcare
6120,0000-0000,1.916,Healthcare
6121,0960-3123,1.916,INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH
6122,1041-6080,1.916,LEARNING AND INDIVIDUAL DIFFERENCES
6123,1535-1459,1.916,RIVER RESEARCH AND APPLICATIONS
6124,1758-0366,1.914,International Journal of Bio-Inspired Computation
6125,0368-2811,1.914,JAPANESE JOURNAL OF CLINICAL ONCOLOGY
6126,0268-3555,1.914,PHLEBOLOGY
6127,0513-5796,1.914,YONSEI MEDICAL JOURNAL
6128,1471-2369,1.913,BMC Nephrology
6129,0378-7966,1.913,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS
6130,1178-2390,1.913,Journal of Multidisciplinary Healthcare
6131,0968-0160,1.913,KNEE
6132,1866-2625,1.913,School Mental Health
6133,1471-2482,1.912,BMC Surgery
6134,0334-6005,1.912,CORROSION REVIEWS
6135,1148-5493,1.912,EUROPEAN CYTOKINE NETWORK
6136,0735-6757,1.911,AMERICAN JOURNAL OF EMERGENCY MEDICINE
6137,0002-9629,1.911,AMERICAN JOURNAL OF THE MEDICAL SCIENCES
6138,1472-6831,1.911,BMC Oral Health
6139,0736-5748,1.911,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE
6140,2468-8630,1.911,Musculoskeletal Science and Practice
6141,0032-5473,1.911,POSTGRADUATE MEDICAL JOURNAL
6142,0035-3787,1.911,REVUE NEUROLOGIQUE
6143,1448-2517,1.910,Environmental Chemistry
6144,1471-2431,1.909,BMC Pediatrics
6145,1360-2322,1.909,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES
6146,0233-111X,1.909,JOURNAL OF BASIC MICROBIOLOGY
6147,1203-4754,1.909,JOURNAL OF CUTANEOUS MEDICINE AND SURGERY
6148,0271-6798,1.909,JOURNAL OF PEDIATRIC ORTHOPAEDICS
6149,0300-3930,1.909,LOCAL GOVERNMENT STUDIES
6150,0000-0000,1.908,IET Radar Sonar and Navigation
6151,0373-4633,1.908,JOURNAL OF NAVIGATION
6152,0000-0000,1.908,SOCIAL POLICY & ADMINISTRATION
6153,0000-0000,1.907,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS
6154,1947-5535,1.906,Biopreservation and Biobanking
6155,0000-0000,1.906,Bioscience of Microbiota Food and Health
6156,0000-0000,1.906,GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL
6157,1349-2365,1.906,International Heart Journal
6158,0718-1876,1.906,Journal of Theoretical and Applied Electronic Commerce Research
6159,0036-8504,1.906,SCIENCE PROGRESS
6160,1050-3293,1.905,COMMUNICATION THEORY
6161,1050-8392,1.905,JOURNAL OF RESEARCH ON ADOLESCENCE
6162,0000-0000,1.904,COMPTES RENDUS BIOLOGIES
6163,0000-0000,1.904,Conservation & Society
6164,1516-4446,1.904,REVISTA BRASILEIRA DE PSIQUIATRIA
6165,1516-4446,1.904,REVISTA BRASILEIRA DE PSIQUIATRIA
6166,2221-1691,1.903,Asian Pacific Journal of Tropical Biomedicine
6167,0000-0000,1.903,COMPTES RENDUS GEOSCIENCE
6168,2160-763X,1.903,Clinical Pharmacology in Drug Development
6169,0167-6369,1.903,ENVIRONMENTAL MONITORING AND ASSESSMENT
6170,0892-1997,1.903,JOURNAL OF VOICE
6171,2332-3493,1.902,American Journal of Health Economics
6172,0701-1784,1.902,Canadian Water Resources Journal
6173,1109-4028,1.902,Chemistry Education Research and Practice
6174,1109-4028,1.902,Chemistry Education Research and Practice
6175,1389-0417,1.902,Cognitive Systems Research
6176,1389-0417,1.902,Cognitive Systems Research
6177,0000-0000,1.902,DRUG DEVELOPMENT RESEARCH
6178,0000-0000,1.902,Heritage Science
6179,0022-1678,1.902,JOURNAL OF HUMANISTIC PSYCHOLOGY
6180,0022-4901,1.902,JOURNAL OF TEXTURE STUDIES
6181,0000-0000,1.902,PHYSICA B-CONDENSED MATTER
6182,0049-8254,1.902,XENOBIOTICA
6183,0883-7252,1.901,JOURNAL OF APPLIED ECONOMETRICS
6184,0022-1759,1.901,JOURNAL OF IMMUNOLOGICAL METHODS
6185,0032-3217,1.901,POLITICAL STUDIES
6186,0079-032X,1.900,Bulletin of the Peabody Museum of Natural History
6187,1420-326X,1.900,INDOOR AND BUILT ENVIRONMENT
6188,0000-0000,1.900,Separations
6189,0000-0000,1.900,WATER AIR AND SOIL POLLUTION
6190,0277-0903,1.899,JOURNAL OF ASTHMA
6191,0277-3813,1.899,JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY
6192,1674-6767,1.899,Journal of Arid Land
6193,0250-8060,1.899,WATER INTERNATIONAL
6194,0000-0000,1.898,KIDNEY & BLOOD PRESSURE RESEARCH
6195,0000-0000,1.898,Progress in Electromagnetics Research-PIER
6196,0000-0000,1.897,ACTA MECHANICA SINICA
6197,0000-0000,1.897,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION
6198,0969-1413,1.897,JOURNAL OF MEDICAL SCREENING
6199,0890-5339,1.897,JOURNAL OF ORTHOPAEDIC TRAUMA
6200,1062-726X,1.897,Journal of Public Relations Research
6201,1470-9236,1.897,Quarterly Journal of Engineering Geology and Hydrogeology
6202,1074-9357,1.897,Topics in Stroke Rehabilitation
6203,0000-0000,1.896,Birth Defects Research
6204,2314-8896,1.896,Journal of Function Spaces
6205,0739-8859,1.896,Research in Transportation Economics
6206,0895-8378,1.895,INHALATION TOXICOLOGY
6207,0959-289X,1.895,INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA
6208,0965-8211,1.895,MEMORY
6209,0000-0000,1.894,AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV
6210,0002-8762,1.894,AMERICAN HISTORICAL REVIEW
6211,1038-4111,1.894,Asia Pacific Journal of Human Resources
6212,1738-8090,1.894,Electronic Materials Letters
6213,0000-0000,1.894,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING
6214,1320-7881,1.894,Nursing Inquiry
6215,1320-7881,1.894,Nursing Inquiry
6216,1040-6638,1.894,POLYCYCLIC AROMATIC COMPOUNDS
6217,0000-0000,1.893,Attention Perception & Psychophysics
6218,0000-0000,1.893,Attention Perception & Psychophysics
6219,0266-7215,1.893,EUROPEAN SOCIOLOGICAL REVIEW
6220,0018-716X,1.893,HUMAN DEVELOPMENT
6221,1475-1585,1.893,Journal of English for Academic Purposes
6222,0000-0000,1.892,AERA Open
6223,0014-1704,1.892,ETHICS
6224,0034-5288,1.892,RESEARCH IN VETERINARY SCIENCE
6225,0022-2372,1.891,JOURNAL OF MAMMALOGY
6226,0000-0000,1.891,NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW
6227,0956-5221,1.891,Scandinavian Journal of Management
6228,1092-7875,1.890,MATERNAL AND CHILD HEALTH JOURNAL
6229,1347-3182,1.890,Magnetic Resonance in Medical Sciences
6230,0066-4103,1.889,Annual Reports on NMR Spectroscopy
6231,0000-0000,1.889,CHILD PSYCHIATRY & HUMAN DEVELOPMENT
6232,1618-4742,1.889,European Sport Management Quarterly
6233,0000-0000,1.889,IEEE Transactions on Components Packaging and Manufacturing Technology
6234,1074-8407,1.889,Journal of Family Nursing
6235,1074-8407,1.889,Journal of Family Nursing
6236,0895-7967,1.889,Seminars in Vascular Surgery
6237,1176-6336,1.888,Therapeutics and Clinical Risk Management
6238,1573-062X,1.888,Urban Water Journal
6239,1616-7341,1.887,OCEAN DYNAMICS
6240,0000-0000,1.886,IEEE Transactions on Games
6241,0964-3397,1.886,Intensive and Critical Care Nursing
6242,0964-3397,1.886,Intensive and Critical Care Nursing
6243,2332-4252,1.886,Operative Neurosurgery
6244,1461-9555,1.885,AGRICULTURAL AND FOREST ENTOMOLOGY
6245,0000-0000,1.885,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES
6246,0302-8933,1.884,ARCHIVES OF MICROBIOLOGY
6247,2042-6763,1.884,Journal of Social Marketing
6248,1612-2011,1.884,LASER PHYSICS LETTERS
6249,1470-2118,1.883,CLINICAL MEDICINE
6250,0270-1367,1.883,RESEARCH QUARTERLY FOR EXERCISE AND SPORT
6251,0270-1367,1.883,RESEARCH QUARTERLY FOR EXERCISE AND SPORT
6252,1864-9335,1.883,Social Psychology
6253,1745-6215,1.883,Trials
6254,0000-0000,1.882,FEMINISM & PSYCHOLOGY
6255,0000-0000,1.882,Head & Face Medicine
6256,0018-9375,1.882,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY
6257,1546-2234,1.882,Journal of Organizational and End User Computing
6258,1546-2234,1.882,Journal of Organizational and End User Computing
6259,0924-3046,1.881,ADVANCED COMPOSITE MATERIALS
6260,0029-6562,1.881,NURSING RESEARCH
6261,0029-6562,1.881,NURSING RESEARCH
6262,1352-3260,1.880,Contemporary Security Policy
6263,1110-662X,1.880,INTERNATIONAL JOURNAL OF PHOTOENERGY
6264,1530-261X,1.879,Atmospheric Science Letters
6265,1471-2474,1.879,BMC MUSCULOSKELETAL DISORDERS
6266,1750-8916,1.879,Chinese Journal of International Politics
6267,0883-7066,1.879,SYSTEM DYNAMICS REVIEW
6268,0011-183X,1.878,CROP SCIENCE
6269,0000-0000,1.878,JOURNAL OF HEALTH POLITICS POLICY AND LAW
6270,0000-0000,1.878,JOURNAL OF HEALTH POLITICS POLICY AND LAW
6271,2090-8865,1.878,Journal of Analytical Methods in Chemistry
6272,0146-7239,1.878,MOTIVATION AND EMOTION
6273,0941-1291,1.878,SURGERY TODAY
6274,1092-9134,1.877,Annals of Diagnostic Pathology
6275,0000-0000,1.877,ECOHYDROLOGY & HYDROBIOLOGY
6276,1748-0485,1.877,International Communication Gazette
6277,1687-806X,1.877,International Journal of Chemical Engineering
6278,0022-2631,1.877,JOURNAL OF MEMBRANE BIOLOGY
6279,1075-2617,1.877,JOURNAL OF PEPTIDE SCIENCE
6280,0000-0000,1.876,Economics & Human Biology
6281,0000-0000,1.876,Economics & Human Biology
6282,1462-3889,1.876,European Journal of Oncology Nursing
6283,1462-3889,1.876,European Journal of Oncology Nursing
6284,1615-6846,1.876,Fuel Cells
6285,1415-4757,1.876,GENETICS AND MOLECULAR BIOLOGY
6286,1619-1366,1.876,Software and Systems Modeling
6287,0065-3160,1.875,Advances in Physical Organic Chemistry
6288,0000-0000,1.875,BRAIN BEHAVIOR AND EVOLUTION
6289,1938-9027,1.875,Journal of Electronic Commerce Research
6290,0000-0000,1.875,SPE Production & Operations
6291,0000-0000,1.875,Water Resources and Economics
6292,0000-0000,1.875,Water Resources and Economics
6293,0000-0000,1.874,Dementia-International Journal of Social Research and Practice
6294,0022-9032,1.874,Kardiologia Polska
6295,0965-0393,1.874,MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING
6296,0000-0000,1.874,Political Science Research and Methods
6297,0303-8300,1.874,SOCIAL INDICATORS RESEARCH
6298,0091-8369,1.873,JOURNAL OF HOMOSEXUALITY
6299,0000-0000,1.873,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH
6300,0000-0000,1.873,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH
6301,0000-0000,1.872,Contrast Media & Molecular Imaging
6302,1880-7046,1.872,Genes and Environment
6303,1305-3825,1.871,Diagnostic and Interventional Radiology
6304,0000-0000,1.870,GAIA-Ecological Perspectives for Science and Society
6305,0000-0000,1.870,GAIA-Ecological Perspectives for Science and Society
6306,1806-3713,1.870,Jornal Brasileiro de Pneumologia
6307,0268-6902,1.870,Managerial Auditing Journal
6308,0000-0000,1.869,Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice
6309,1524-8372,1.869,Journal of Cognition and Development
6310,1946-0171,1.868,Critical Policy Studies
6311,0000-0000,1.868,European Journal of Obstetrics & Gynecology and Reproductive Biology
6312,0035-9203,1.868,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE
6313,0013-0001,1.867,ECONOMIC BOTANY
6314,0947-7411,1.867,HEAT AND MASS TRANSFER
6315,0031-868X,1.867,PHOTOGRAMMETRIC RECORD
6316,0000-0000,1.867,ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN
6317,0000-0000,1.867,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT
6318,1383-5769,1.866,PARASITOLOGY INTERNATIONAL
6319,0038-2353,1.866,SOUTH AFRICAN JOURNAL OF SCIENCE
6320,1344-7610,1.865,BREEDING SCIENCE
6321,0000-0000,1.865,China & World Economy
6322,0000-0000,1.865,Peptide Science
6323,0000-0000,1.864,Plant Diversity
6324,1024-2422,1.863,BIOCATALYSIS AND BIOTRANSFORMATION
6325,0000-0000,1.863,BIOLOGICAL & PHARMACEUTICAL BULLETIN
6326,0272-4634,1.863,JOURNAL OF VERTEBRATE PALEONTOLOGY
6327,0000-0000,1.863,Journal of Taibah University for Science
6328,0000-0000,1.863,World Journal of Gastrointestinal Surgery
6329,0065-2660,1.862,Advances in Genetics
6330,1642-431X,1.862,Reproductive Biology
6331,1472-698X,1.861,BMC International Health and Human Rights
6332,1446-1242,1.860,Health Sociology Review
6333,1751-8741,1.859,IET Nanobiotechnology
6334,0279-1072,1.859,JOURNAL OF PSYCHOACTIVE DRUGS
6335,0000-0000,1.859,Journal of Trauma & Dissociation
6336,0164-0291,1.858,INTERNATIONAL JOURNAL OF PRIMATOLOGY
6337,0928-8910,1.857,Automated Software Engineering
6338,2070-3449,1.857,China Perspectives
6339,0000-0000,1.857,JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY
6340,2214-7861,1.857,Journal of Applied Research on Medicinal and Aromatic Plants
6341,0957-0233,1.857,MEASUREMENT SCIENCE and TECHNOLOGY
6342,1798-6540,1.856,Aquatic Invasions
6343,0000-0000,1.856,Childrens Geographies
6344,1751-3758,1.856,Journal of Biological Dynamics
6345,1354-9839,1.856,Local Environment
6346,1354-9839,1.856,Local Environment
6347,0962-8819,1.856,TRANSGENIC RESEARCH
6348,0963-8180,1.855,European Accounting Review
6349,0018-9359,1.855,IEEE TRANSACTIONS ON EDUCATION
6350,0264-3707,1.855,JOURNAL OF GEODYNAMICS
6351,1522-7235,1.855,LUMINESCENCE
6352,0924-6495,1.855,MINDS AND MACHINES
6353,0000-0000,1.855,MULTISCALE MODELING & SIMULATION
6354,2213-1337,1.854,Astronomy and Computing
6355,0006-3525,1.854,BIOPOLYMERS
6356,0195-6671,1.854,CRETACEOUS RESEARCH
6357,1002-0063,1.854,Chinese Geographical Science
6358,1538-4721,1.853,Brachytherapy
6359,1558-3058,1.853,International Journal of Architectural Heritage
6360,0911-6044,1.853,JOURNAL OF NEUROLINGUISTICS
6361,0911-6044,1.853,JOURNAL OF NEUROLINGUISTICS
6362,0000-0000,1.852,DISABILITY & SOCIETY
6363,0000-0000,1.852,Journal of Otolaryngology-Head & Neck Surgery
6364,0090-2616,1.852,ORGANIZATIONAL DYNAMICS
6365,0000-0000,1.851,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS
6366,0748-1756,1.851,MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT
6367,0000-0000,1.850,ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE
6368,0065-7743,1.850,Annual Reports in Medicinal Chemistry
6369,0162-220X,1.850,CANCER NURSING
6370,0162-220X,1.850,CANCER NURSING
6371,1476-9271,1.850,COMPUTATIONAL BIOLOGY AND CHEMISTRY
6372,0000-0000,1.850,International Journal of STEM Education
6373,0000-0000,1.850,International Journal of STEM Education
6374,1078-1552,1.850,JOURNAL OF ONCOLOGY PHARMACY PRACTICE
6375,0000-0000,1.849,Computer Law & Security Review
6376,0307-6946,1.848,ECOLOGICAL ENTOMOLOGY
6377,2079-7362,1.848,East Asian Journal on Applied Mathematics
6378,1040-1334,1.848,TEACHING AND LEARNING IN MEDICINE
6379,2093-2278,1.847,Journal of Periodontal and Implant Science
6380,0376-6357,1.846,BEHAVIOURAL PROCESSES
6381,0376-6357,1.846,BEHAVIOURAL PROCESSES
6382,0959-2709,1.846,BIRD CONSERVATION INTERNATIONAL
6383,1472-6955,1.846,BMC NURSING
6384,1472-6955,1.846,BMC NURSING
6385,1756-8277,1.846,International Journal of Spray and Combustion Dynamics
6386,1738-5733,1.846,Nuclear Engineering and Technology
6387,0926-2040,1.846,SOLID STATE NUCLEAR MAGNETIC RESONANCE
6388,0000-0000,1.845,IETE TECHNICAL REVIEW
6389,0273-5024,1.845,JOURNAL OF TEACHING IN PHYSICAL EDUCATION
6390,0273-5024,1.845,JOURNAL OF TEACHING IN PHYSICAL EDUCATION
6391,2381-6872,1.845,Journal of Electrochemical Energy Conversion and Storage
6392,0938-0108,1.845,MICROGRAVITY SCIENCE AND TECHNOLOGY
6393,0000-0000,1.844,Journal of Environment & Development
6394,0000-0000,1.844,Mediterranean Politics
6395,1369-1066,1.844,Venture Capital
6396,0301-1623,1.843,INTERNATIONAL UROLOGY AND NEPHROLOGY
6397,1750-6980,1.842,Memory Studies
6398,0306-8919,1.842,OPTICAL AND QUANTUM ELECTRONICS
6399,0958-3440,1.842,ReCALL
6400,0948-3055,1.841,AQUATIC MICROBIAL ECOLOGY
6401,0008-6215,1.841,CARBOHYDRATE RESEARCH
6402,0743-684X,1.841,JOURNAL OF RECONSTRUCTIVE MICROSURGERY
6403,0022-4804,1.841,JOURNAL OF SURGICAL RESEARCH
6404,0000-0000,1.841,Teacher Education and Special Education
6405,0933-1433,1.840,JOURNAL OF POPULATION ECONOMICS
6406,0000-0000,1.840,Odontology
6407,0000-0000,1.840,Transportation Letters-The International Journal of Transportation Research
6408,0000-0000,1.840,Transportation Letters-The International Journal of Transportation Research
6409,1492-7535,1.839,Hemodialysis International
6410,0000-0000,1.839,Structures
6411,0002-936X,1.838,AMERICAN JOURNAL OF NURSING
6412,0002-936X,1.838,AMERICAN JOURNAL OF NURSING
6413,0000-0000,1.838,AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION
6414,2468-0834,1.838,Applied Biological Chemistry
6415,1015-9584,1.838,Asian Journal of Surgery
6416,0000-0000,1.838,Cross Cultural & Strategic Management
6417,0954-8963,1.838,Cultural Trends
6418,1875-6891,1.838,International Journal of Computational Intelligence Systems
6419,0000-0000,1.837,TISSUE & CELL
6420,0000-0000,1.836,ARTHROPOD STRUCTURE & DEVELOPMENT
6421,1573-4137,1.836,Current Nanoscience
6422,0867-1761,1.836,Folia Horticulturae
6423,0893-3200,1.836,JOURNAL OF FAMILY PSYCHOLOGY
6424,0470-8105,1.836,NEUROLOGIA MEDICO-CHIRURGICA
6425,0891-4222,1.836,RESEARCH IN DEVELOPMENTAL DISABILITIES
6426,1746-6148,1.835,BMC Veterinary Research
6427,0267-0836,1.835,MATERIALS SCIENCE AND TECHNOLOGY
6428,0957-1787,1.835,Utilities Policy
6429,0957-1787,1.835,Utilities Policy
6430,0001-4788,1.833,ACCOUNTING AND BUSINESS RESEARCH
6431,0065-2458,1.833,Advances in Computers
6432,1976-7633,1.833,Asia-Pacific Journal of Atmospheric Sciences
6433,1833-3583,1.833,Health Information Management Journal
6434,1833-3583,1.833,Health Information Management Journal
6435,1139-6709,1.833,INTERNATIONAL MICROBIOLOGY
6436,0269-4727,1.833,JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS
6437,1752-9921,1.833,Journal of Plant Ecology
6438,0253-939X,1.833,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE
6439,1551-7144,1.832,Contemporary Clinical Trials
6440,1964-8189,1.832,European Journal of Environmental and Civil Engineering
6441,1499-2027,1.832,INTERNATIONAL JOURNAL OF AUDIOLOGY
6442,1061-0421,1.832,Journal of Product and Brand Management
6443,1472-6920,1.831,BMC Medical Education
6444,1472-6920,1.831,BMC Medical Education
6445,1226-5934,1.831,INTERNATIONAL JOURNAL OF URBAN SCIENCES
6446,0000-0000,1.831,Vasa-European Journal of Vascular Medicine
6447,0003-1305,1.830,AMERICAN STATISTICIAN
6448,1322-7696,1.830,Collegian
6449,1322-7696,1.830,Collegian
6450,0046-8991,1.830,INDIAN JOURNAL OF MICROBIOLOGY
6451,0140-1963,1.830,JOURNAL OF ARID ENVIRONMENTS
6452,1070-664X,1.830,PHYSICS OF PLASMAS
6453,0000-0000,1.829,JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME
6454,1389-4420,1.829,OPTIMIZATION AND ENGINEERING
6455,0000-0000,1.829,RESOURCE AND ENERGY ECONOMICS
6456,1878-8750,1.829,World Neurosurgery
6457,0044-8435,1.828,APIDOLOGIE
6458,0000-0000,1.828,CHILD CARE HEALTH AND DEVELOPMENT
6459,0000-0000,1.828,CHILD CARE HEALTH AND DEVELOPMENT
6460,0000-0000,1.828,Economics & Politics
6461,0913-557X,1.828,PLANT SPECIES BIOLOGY
6462,1417-3875,1.827,Electronic Journal of Qualitative Theory of Differential Equations
6463,1744-1374,1.827,Journal of Institutional Economics
6464,0883-1351,1.827,PALAIOS
6465,0949-2321,1.826,EUROPEAN JOURNAL OF MEDICAL RESEARCH
6466,0000-0000,1.826,Frontiers in Surgery
6467,0018-3830,1.826,HOLZFORSCHUNG
6468,0165-0254,1.826,INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT
6469,1076-0342,1.825,Journal of Infrastructure Systems
6470,0033-3298,1.825,PUBLIC ADMINISTRATION
6471,0155-9982,1.824,Accounting Forum
6472,0000-0000,1.824,Chinese Journal of Mechanical Engineering
6473,1570-193X,1.824,MINI-REVIEWS IN ORGANIC CHEMISTRY
6474,0931-2668,1.822,JOURNAL OF ANIMAL BREEDING AND GENETICS
6475,1723-7785,1.822,Progress in Orthodontics
6476,1424-7860,1.822,SWISS MEDICAL WEEKLY
6477,2161-9549,1.821,Freshwater Science
6478,1528-4336,1.821,HIV CLINICAL TRIALS
6479,2047-4938,1.821,IET Biometrics
6480,0368-0762,1.821,IRISH VETERINARY JOURNAL
6481,0000-0000,1.821,JOURNAL OF HEALTH POPULATION AND NUTRITION
6482,0022-2844,1.821,JOURNAL OF MOLECULAR EVOLUTION
6483,0000-0000,1.821,PM&R
6484,1536-8378,1.820,ELECTROMAGNETIC BIOLOGY AND MEDICINE
