Number,Total Cites,name,score
513,"21,151",IEEE Internet of Things Journal,9.471
514,"36,074",JOURNAL OF MARKETING,9.462
515,"60,905",DIABETES,9.461
516,"5,577",JOURNAL OF CLINICAL ANESTHESIA,9.452
517,"7,694",Science China-Chemistry,9.445
518,"28,955",GASTROINTESTINAL ENDOSCOPY,9.427
519,"73,442",Cell Reports,9.423
520,"19,296","JOURNAL OF THE ACADEMY OF MARKETING
SCIENCE",9.418
521,"58,778",CHEST,9.410
522,"19,297","BULLETIN OF THE WORLD HEALTH
ORGANIZATION",9.408
523,"5,678",Particle and Fibre Toxicology,9.400
524,703,Annual Review of Cancer Biology-Series,9.391
524,"10,914",ORGANIZATIONAL RESEARCH METHODS,9.391
526,"104,569",CARBOHYDRATE POLYMERS,9.381
527,523,npj Clean Water,9.378
528,"30,003",BRITISH JOURNAL OF PSYCHIATRY,9.319
528,"30,003",BRITISH JOURNAL OF PSYCHIATRY,9.319
530,"51,398",AMERICAN JOURNAL OF PUBLIC HEALTH,9.308
530,"51,398",AMERICAN JOURNAL OF PUBLIC HEALTH,9.308
532,"21,642",SCHIZOPHRENIA BULLETIN,9.306
532,"21,642",SCHIZOPHRENIA BULLETIN,9.306
534,"13,890",AGING CELL,9.304
535,"36,064",BRITISH JOURNAL OF DERMATOLOGY,9.302
536,454,"European Journal of Psychology Applied to Legal
Context",9.300
537,"1,508",Materials Today Physics,9.298
538,"170,352",Journal of Cleaner Production,9.297
539,"3,304",Strategic Entrepreneurship Journal,9.289
540,745,Journal of Innovation & Knowledge,9.269
541,"81,212",Cochrane Database of Systematic Reviews,9.266
542,"7,809",CANCER AND METASTASIS REVIEWS,9.264
543,"34,003",CELLULAR AND MOLECULAR LIFE SCIENCES,9.261
544,"17,219",International Journal of Hospitality Management,9.237
545,"20,634","EUROPEAN JOURNAL OF NUCLEAR MEDICINE
AND MOLECULAR IMAGING",9.236
546,"274,703",ACS Applied Materials & Interfaces,9.229
547,"2,904","Cellular and Molecular Gastroenterology and
Hepatology",9.225
548,"16,547",Obesity Reviews,9.213
549,"3,763","Wiley Interdisciplinary Reviews-Nanomedicine and
Nanobiotechnology",9.182
550,"71,858",AMERICAN ECONOMIC REVIEW,9.170
551,"27,510",BRITISH JOURNAL OF ANAESTHESIA,9.166
552,"40,294",EUROPEAN JOURNAL OF CANCER,9.162
553,"490,021",PHYSICAL REVIEW LETTERS,9.161
554,"42,938",FOOD HYDROCOLLOIDS,9.147
555,"19,420","IEEE JOURNAL ON SELECTED AREAS IN
COMMUNICATIONS",9.144
556,"26,629",THORAX,9.139
557,"140,819",JOURNAL OF POWER SOURCES,9.127
558,"32,296",JOURNAL OF POLITICAL ECONOMY,9.103
559,"34,057",CRITICAL CARE,9.097
560,"6,720",Comprehensive Physiology,9.090
561,"10,734",ARTIFICIAL INTELLIGENCE,9.088
562,"89,276",CLINICAL INFECTIOUS DISEASES,9.079
563,"53,309",COMPOSITES PART B-ENGINEERING,9.078
564,"1,417",Current Climate Change Reports,9.077
565,"11,864",Journal of Crohns & Colitis,9.071
566,"6,853",Topics in Current Chemistry,9.060
567,"47,141",GENOME RESEARCH,9.043
568,"6,539",HARVARD LAW REVIEW,9.033
569,"48,245",ENVIRONMENTAL HEALTH PERSPECTIVES,9.031
570,"217,954",ENVIRONMENTAL SCIENCE & TECHNOLOGY,9.028
571,"6,628",Environmental Chemistry Letters,9.027
572,"8,666",TRENDS IN PARASITOLOGY,9.014
573,"7,121","SUPPLY CHAIN MANAGEMENT-AN
INTERNATIONAL JOURNAL",9.012
574,"19,981",ANNALS OF TOURISM RESEARCH,9.011
575,"1,622",Advances in Applied Mechanics,9.000
576,"13,801",JOURNAL OF INTERNAL MEDICINE,8.989
576,"36,525","NEUROSCIENCE AND BIOBEHAVIORAL
REVIEWS",8.989
578,"25,273","JOURNAL OF CHILD PSYCHOLOGY AND
PSYCHIATRY",8.982
578,"25,273","JOURNAL OF CHILD PSYCHOLOGY AND
PSYCHIATRY",8.982
580,"18,026","ISPRS JOURNAL OF PHOTOGRAMMETRY AND
REMOTE SENSING",8.979
581,"32,421",IEEE Transactions on Smart Grid,8.960
582,"9,206",Brain Stimulation,8.955
583,"51,403",Acta Biomaterialia,8.947
584,"35,190",PSYCHOLOGICAL REVIEW,8.934
584,"35,190",PSYCHOLOGICAL REVIEW,8.934
586,"3,238",Annual Review of Genomics and Human Genetics,8.929
587,"34,732",ChemSusChem,8.928
588,"1,470",Annual Review of Animal Biosciences,8.923
589,"23,150",Nano Research,8.897
590,"8,812",Molecular Therapy-Nucleic Acids,8.886
591,"9,255",Journal of Allergy and Clinical Immunology-In Practice,8.861
592,"27,640",AMERICAN JOURNAL OF KIDNEY DISEASES,8.860
593,"13,252","INTERNATIONAL JOURNAL OF ENGINEERING
SCIENCE",8.843
594,"4,369",European Respiratory Review,8.839
595,"7,459",CALIFORNIA MANAGEMENT REVIEW,8.836
596,"4,651",PHYSIOLOGY,8.831
597,"25,046",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,8.829
597,"25,046",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,8.829
599,"12,240",CURRENT OPINION IN CHEMICAL BIOLOGY,8.822
599,"17,957",GENETICS IN MEDICINE,8.822
601,"19,502",EMBO REPORTS,8.807
602,"7,522",LONG RANGE PLANNING,8.802
603,"9,005",Circulation-Heart Failure,8.790
604,"20,511",BMC Medicine,8.775
605,"28,128","BULLETIN OF THE AMERICAN
METEOROLOGICAL SOCIETY",8.766
606,"87,097",JOURNAL OF MEMBRANE SCIENCE,8.742
607,"6,643","Corporate Social Responsibility and Environmental
Management",8.741
608,"42,870",BRITISH JOURNAL OF PHARMACOLOGY,8.739
609,"19,562",JOURNAL OF CLINICAL PERIODONTOLOGY,8.728
610,"8,780",EXPERIMENTAL AND MOLECULAR MEDICINE,8.718
611,"9,025",AMERICAN STATISTICIAN,8.710
612,"6,227","INTERNATIONAL JOURNAL OF INTELLIGENT
SYSTEMS",8.709
613,"7,156",EDUCATIONAL PSYCHOLOGY REVIEW,8.705
614,"9,085",Advances in Nutrition,8.701
615,"18,283",METABOLISM-CLINICAL AND EXPERIMENTAL,8.694
616,"42,174",CANCER LETTERS,8.679
617,"4,546","CLINICAL REVIEWS IN ALLERGY &
IMMUNOLOGY",8.667
617,"4,275",COMMUNICATION MONOGRAPHS,8.667
619,"53,459","AMERICAN JOURNAL OF OBSTETRICS AND
GYNECOLOGY",8.661
620,"4,816",PROGRESS IN AEROSPACE SCIENCES,8.653
621,"1,093",npj Parkinsons Disease,8.651
622,"1,842",JACC-Basic to Translational Science,8.648
623,"3,979",Journal of Supply Chain Management,8.647
624,"48,420",STRATEGIC MANAGEMENT JOURNAL,8.641
625,"5,413",JOURNAL OF MANUFACTURING SYSTEMS,8.633
626,887,npj Climate and Atmospheric Science,8.624
627,971,npj Genomic Medicine,8.617
628,"5,338",FRONTIERS IN NEUROENDOCRINOLOGY,8.606
629,"12,066",JOURNAL OF ECONOMIC LITERATURE,8.604
630,"5,581",POLITICAL ANALYSIS,8.600
631,"21,116","TECHNOLOGICAL FORECASTING AND SOCIAL
CHANGE",8.593
632,"22,560",BIOSCIENCE,8.589
633,"5,358",Solar RRL,8.582
634,"30,233","INTERNATIONAL JOURNAL OF PRODUCTION
RESEARCH",8.568
635,"37,630",JOURNAL OF INVESTIGATIVE DERMATOLOGY,8.551
636,"11,568",MEDICAL IMAGE ANALYSIS,8.545
637,"22,801",COMPUTERS & EDUCATION,8.538
637,"22,801",COMPUTERS & EDUCATION,8.538
639,"42,685",COMPOSITES SCIENCE AND TECHNOLOGY,8.528
640,"1,339",Nano Convergence,8.526
641,"8,360",JOURNAL OF WORLD BUSINESS,8.513
642,"5,260",JOURNAL OF TRAVEL MEDICINE,8.490
643,"3,863",Neurology-Neuroimmunology & Neuroinflammation,8.485
644,"1,093",Photoacoustics,8.484
645,"12,653",JAMA Network Open,8.483
646,"40,835",Cell Death & Disease,8.469
647,"5,284",Nanophotonics,8.449
648,"5,631",CRITICAL REVIEWS IN BIOTECHNOLOGY,8.429
649,"6,621",JOURNAL OF BIOMEDICAL SCIENCE,8.410
650,"26,971",ANTIOXIDANTS & REDOX SIGNALING,8.401
651,"2,282","Engineering Applications of Computational Fluid
Mechanics",8.391
652,"15,784",CURRENT OPINION IN CELL BIOLOGY,8.382
653,"102,986",PLANT PHYSIOLOGY,8.340
654,"31,189",CLINICAL CHEMISTRY,8.327
655,"19,657",Journal of Neuroinflammation,8.322
656,"6,537",JOURNAL OF CLINICAL IMMUNOLOGY,8.317
657,"15,237",JCI Insight,8.315
658,970,Social Issues and Policy Review,8.313
659,"1,188",ACS Materials Letters,8.312
660,"38,412","ARTERIOSCLEROSIS THROMBOSIS AND
VASCULAR BIOLOGY",8.311
661,"4,792",DEVELOPMENTAL REVIEW,8.306
662,"1,760",Materials Today Chemistry,8.301
663,"2,382",Cambridge Journal of Regions Economy and Society,8.300
664,"4,535",Science China-Materials,8.273
665,"10,031",CHINESE JOURNAL OF CATALYSIS,8.271
666,"19,683",CANADIAN MEDICAL ASSOCIATION JOURNAL,8.262
667,931,npj Precision Oncology,8.254
668,"4,171",BLOOD REVIEWS,8.250
668,"4,576","CRITICAL REVIEWS IN BIOCHEMISTRY AND
MOLECULAR BIOLOGY",8.250
670,"21,638",Clinical Journal of the American Society of Nephrology,8.237
671,"74,088","IEEE TRANSACTIONS ON INDUSTRIAL
ELECTRONICS",8.236
672,"1,848",IEEE Geoscience and Remote Sensing Magazine,8.225
673,"3,719",IEEE Transactions on Services Computing,8.216
674,"1,458",Green Energy & Environment,8.207
675,"96,608",ACTA MATERIALIA,8.203
676,"62,273",ACS Sustainable Chemistry & Engineering,8.198
677,"5,799",PROGRESS IN CARDIOVASCULAR DISEASES,8.194
678,"15,954",Science Signaling,8.192
679,"8,189",Journal of Knowledge Management,8.182
680,"19,048",JOURNAL OF ORGANIZATIONAL BEHAVIOR,8.174
681,"25,641","ALIMENTARY PHARMACOLOGY &
THERAPEUTICS",8.171
682,"3,021",Therapeutic Advances in Medical Oncology,8.168
683,"12,702",SMALL BUSINESS ECONOMICS,8.164
684,"15,647",EBioMedicine,8.143
685,"1,201",Evidence-Based Mental Health,8.141
686,"68,113",eLife,8.140
687,"4,715",ARTIFICIAL INTELLIGENCE REVIEW,8.139
688,"31,285","ASTROPHYSICAL JOURNAL SUPPLEMENT
SERIES",8.136
688,"1,395",Lancet Rheumatology,8.136
690,"8,353",Environmental Science-Nano,8.131
691,"96,115","JOURNAL OF COLLOID AND INTERFACE
SCIENCE",8.128
692,"3,370",JOURNAL OF INTERNATIONAL MARKETING,8.125
693,"5,236",Cell Chemical Biology,8.116
694,"14,987",OncoImmunology,8.110
694,"32,584",RESEARCH POLICY,8.110
696,569,Materials Today Nano,8.109
697,"6,145",Conservation Letters,8.105
698,"2,098",Virtual and Physical Prototyping,8.092
699,"5,418",Annual Review of Political Science,8.091
700,"4,791","NEUROPATHOLOGY AND APPLIED
NEUROBIOLOGY",8.090
700,"6,886","SCIENCE AND TECHNOLOGY OF ADVANCED
MATERIALS",8.090
702,"18,719","TRANSPORTATION RESEARCH PART C-
EMERGING TECHNOLOGIES",8.089
703,"32,841",AMERICAN JOURNAL OF TRANSPLANTATION,8.086
704,"11,622",EUROPEAN JOURNAL OF EPIDEMIOLOGY,8.082
705,"84,491",ENVIRONMENTAL POLLUTION,8.071
705,"2,756",Soft Robotics,8.071
707,"24,871",CLINICAL MICROBIOLOGY AND INFECTION,8.067
707,"13,679","JOURNAL OF MATERIALS SCIENCE &
TECHNOLOGY",8.067
709,"10,325",NEW MEDIA & SOCIETY,8.061
710,"15,460",Annual Review of Sociology,8.055
711,"18,837",NEURAL NETWORKS,8.050
712,"3,762","REVIEWS IN ENVIRONMENTAL SCIENCE AND
BIO-TECHNOLOGY",8.044
713,"22,261",KNOWLEDGE-BASED SYSTEMS,8.038
714,"39,598",PLOS BIOLOGY,8.029
715,"14,660",SPACE SCIENCE REVIEWS,8.017
716,"1,759",Translational Neurodegeneration,8.014
717,"72,390",RENEWABLE ENERGY,8.001
718,"3,629",Essays in Biochemistry,8.000
718,395,Foundations and Trends in Information Retrieval,8.000
718,"2,789",Oceanography and Marine Biology,8.000
718,"1,240","PROGRESS IN CRYSTAL GROWTH AND
CHARACTERIZATION OF MATERIALS",8.000
722,"22,441",JOURNAL OF PATHOLOGY,7.996
723,"71,936",MATERIALS & DESIGN,7.991
724,"1,901",Virus Evolution,7.989
725,"2,998",Digital Journalism,7.986
726,"9,404",Journal of Sustainable Tourism,7.968
727,"4,626",ENGINEERING WITH COMPUTERS,7.963
727,"210,143",SCIENCE OF THE TOTAL ENVIRONMENT,7.963
729,"8,252",PROGRESS IN PHOTOVOLTAICS,7.953
730,"12,498",CURRENT OPINION IN MICROBIOLOGY,7.934
731,"56,579",JOURNAL OF CATALYSIS,7.920
732,"12,848",IEEE Transactions on Sustainable Energy,7.917
733,"78,912",STROKE,7.914
734,"4,123",INTERNATIONAL AFFAIRS,7.910
735,"17,361",JOURNAL OF ECONOMIC PERSPECTIVES,7.901
736,"33,319",ANESTHESIOLOGY,7.892
737,"32,606","INTERNATIONAL JOURNAL OF PRODUCTION
ECONOMICS",7.885
738,"1,507",Communication Methods and Measures,7.882
739,"16,613","INTERNATIONAL JOURNAL OF MACHINE
TOOLS & MANUFACTURE",7.880
740,809,Limnology and Oceanography Letters,7.875
741,"1,249",Computer Science Review,7.872
742,"29,629",mBio,7.867
743,"3,692",POLITICAL COMMUNICATION,7.859
744,"30,856",NEUROPSYCHOPHARMACOLOGY,7.853
745,"18,695",DRUG DISCOVERY TODAY,7.851
746,"7,102",Advanced Materials Technologies,7.848
746,"1,785",Nanotechnology Reviews,7.848
748,"4,802",Academy of Management Perspectives,7.846
749,"18,699",MODERN PATHOLOGY,7.842
750,"7,744","JOURNAL OF MANAGEMENT INFORMATION
SYSTEMS",7.838
750,"7,744","JOURNAL OF MANAGEMENT INFORMATION
SYSTEMS",7.838
752,"17,488",CURRENT OPINION IN PLANT BIOLOGY,7.834
753,"19,880",AMERICAN POLITICAL SCIENCE REVIEW,7.828
754,"1,442",Journal of Tissue Engineering,7.813
755,"8,287",European Journal of Preventive Cardiology,7.804
756,"3,660",Educational Research Review,7.803
757,"6,580",Acta Neuropathologica Communications,7.801
758,"3,270",NUTRITION RESEARCH REVIEWS,7.800
759,"1,287",Review of International Organizations,7.795
760,"6,344",CLINICAL NUCLEAR MEDICINE,7.794
761,"7,640",Circulation-Cardiovascular Imaging,7.792
762,"127,279",Nanoscale,7.790
763,"19,614",Methods in Ecology and Evolution,7.781
764,"1,406","BIOINORGANIC CHEMISTRY AND
APPLICATIONS",7.778
765,"2,976","Global Food Security-Agriculture Policy Economics and
Environment",7.772
766,"10,762",Stem Cell Reports,7.765
767,"33,363",PATTERN RECOGNITION,7.740
768,"14,127",MEDICAL JOURNAL OF AUSTRALIA,7.738
769,"14,105","SEMINARS IN CELL & DEVELOPMENTAL
BIOLOGY",7.727
770,"34,876",PSYCHOLOGICAL MEDICINE,7.723
770,"34,876",PSYCHOLOGICAL MEDICINE,7.723
772,"1,597",GeroScience,7.713
773,"9,997",ACS Sensors,7.711
774,"16,738",AUTOMATION IN CONSTRUCTION,7.700
775,"3,241",GENOMICS PROTEOMICS & BIOINFORMATICS,7.691
775,"2,256",IEEE Transactions on Emerging Topics in Computing,7.691
777,"97,124","JOURNAL OF PERSONALITY AND SOCIAL
PSYCHOLOGY",7.673
778,"33,477","COMPOSITES PART A-APPLIED SCIENCE AND
MANUFACTURING",7.664
779,"1,956",Fluids and Barriers of the CNS,7.662
780,"41,531",OBSTETRICS AND GYNECOLOGY,7.661
781,"20,422",PHARMACOLOGICAL RESEARCH,7.658
782,"5,322",Environmental Science & Technology Letters,7.653
783,"23,670",Acta Crystallographica Section D-Structural Biology,7.652
784,"54,924",BRITISH JOURNAL OF CANCER,7.640
785,"7,650",CYTOKINE & GROWTH FACTOR REVIEWS,7.638
786,"6,018",COMPUTERS IN INDUSTRY,7.635
787,"4,027",CRITICAL REVIEWS IN MICROBIOLOGY,7.624
788,"6,764",Neurotherapeutics,7.620
789,"20,504",MAYO CLINIC PROCEEDINGS,7.616
790,"49,474",SOIL BIOLOGY & BIOCHEMISTRY,7.609
791,"4,936","M&SOM-Manufacturing & Service Operations
Management",7.600
791,"4,936","M&SOM-Manufacturing & Service Operations
Management",7.600
793,"47,631",CRITICAL CARE MEDICINE,7.598
794,"6,873",PERIODONTOLOGY 2000,7.589
795,"14,373",Sustainable Cities and Society,7.587
796,"24,627",CEMENT & CONCRETE COMPOSITES,7.586
797,"26,132",RHEUMATOLOGY,7.580
798,258,Materials Today Advances,7.579
799,"1,520",Global Strategy Journal,7.571
800,"6,308",Journal of Travel & Tourism Marketing,7.564
801,"2,741","Reviews of Environmental Contamination and
Toxicology",7.563
802,"84,852",Frontiers in Immunology,7.561
803,"4,707",Digestive Endoscopy,7.559
804,"11,491",INFORMATION & MANAGEMENT,7.555
804,"11,491",INFORMATION & MANAGEMENT,7.555
806,"4,023",Engineering,7.553
807,"10,279",TOBACCO CONTROL,7.552
807,"10,279",TOBACCO CONTROL,7.552
809,"46,935",JOURNAL OF BUSINESS RESEARCH,7.550
810,"3,327",Journal of Manufacturing Technology Management,7.547
810,"3,327",Journal of Manufacturing Technology Management,7.547
812,"52,685",JOURNAL OF FINANCE,7.544
813,"17,524",ACS Photonics,7.529
814,"9,578",JOURNAL OF GASTROENTEROLOGY,7.527
815,"5,949",NEUROSCIENTIST,7.519
816,"156,884",FOOD CHEMISTRY,7.514
817,"3,579",Molecular Autism,7.509
818,"1,246",Epilepsy Currents,7.500
819,"3,803",Earths Future,7.495
820,"26,178",ULTRASONICS SONOCHEMISTRY,7.491
821,"11,347",CURRENT OPINION IN IMMUNOLOGY,7.486
821,"4,312",INTERNATIONAL SECURITY,7.486
823,"4,065",Oncogenesis,7.485
824,"1,413",European Urology Oncology,7.479
825,"107,565",SENSORS AND ACTUATORS B-CHEMICAL,7.460
826,"3,235",INFORMATION SYSTEMS JOURNAL,7.453
827,"17,858",GLIA,7.452
828,"53,977",JOURNAL OF UROLOGY,7.450
829,"85,946",JOURNAL OF MEDICINAL CHEMISTRY,7.446
830,"3,952",HUMAN RESOURCE MANAGEMENT REVIEW,7.444
830,"3,941",NEUROPSYCHOLOGY REVIEW,7.444
830,"3,941",NEUROPSYCHOLOGY REVIEW,7.444
833,"8,577",BMC BIOLOGY,7.431
834,"7,633",Current Issues in Tourism,7.430
835,"2,777",Advances in Ecological Research,7.429
835,"56,017",JOURNAL OF APPLIED PSYCHOLOGY,7.429
837,"6,676",Molecular Metabolism,7.422
838,"39,695",Astrophysical Journal Letters,7.413
839,"18,124","INTERNATIONAL JOURNAL OF COMPUTER
VISION",7.410
840,"4,264","AMERICAN JOURNAL OF CLINICAL
DERMATOLOGY",7.403
841,"14,248",IMMUNOLOGY,7.397
842,"64,014",INTERNATIONAL JOURNAL OF CANCER,7.396
843,"62,169",Journal of Materials Chemistry C,7.393
844,"4,556",Business & Society,7.389
844,"8,730",JAMA Ophthalmology,7.389
846,"17,387",JOURNAL OF MANAGEMENT STUDIES,7.388
847,"5,062",Wiley Interdisciplinary Reviews-Climate Change,7.385
847,"5,062",Wiley Interdisciplinary Reviews-Climate Change,7.385
847,"2,561",npj Quantum Information,7.385
850,"52,714",FREE RADICAL BIOLOGY AND MEDICINE,7.376
851,"7,698",Gastric Cancer,7.370
852,"6,080",Current Neuropharmacology,7.363
853,743,Inflammation and Regeneration,7.354
854,"1,540",European Review of Social Psychology,7.353
855,"3,032",Journal of Innate Immunity,7.349
856,264,Materials Today Bio,7.348
857,"1,342",npj Vaccines,7.344
858,"6,982",JOURNAL OF EUROPEAN PUBLIC POLICY,7.339
859,701,Advances in Geophysics,7.333
860,"45,818",FERTILITY AND STERILITY,7.329
860,"3,638","IEEE Transactions on Dependable and Secure
Computing",7.329
862,"50,537","Materials Science & Engineering C-Materials for
Biological Applications",7.328
863,"14,750",Implementation Science,7.327
863,"14,750",Implementation Science,7.327
865,"20,235",CLINICAL NUTRITION,7.324
866,"3,298",Materials Research Letters,7.323
867,"9,440",Mucosal Immunology,7.313
868,"48,147","SEPARATION AND PURIFICATION
TECHNOLOGY",7.312
869,"2,876",Materials Today Energy,7.311
870,"3,082","ARCHIVES OF COMPUTATIONAL METHODS IN
ENGINEERING",7.302
871,"18,164",ULTRASOUND IN OBSTETRICS & GYNECOLOGY,7.299
872,"9,527",Advanced Electronic Materials,7.295
873,"1,292",Hepatobiliary Surgery and Nutrition,7.293
874,"1,282",npj Biofilms and Microbiomes,7.290
875,"4,944",Applied Mechanics Reviews,7.281
876,"5,379",GOVERNMENT INFORMATION QUARTERLY,7.279
877,"5,400",JOURNAL OF HEADACHE AND PAIN,7.277
878,"4,784",American Economic Journal-Applied Economics,7.272
879,"3,620",Computational and Structural Biotechnology Journal,7.271
879,"3,368",Current Opinion in Electrochemistry,7.271
881,"11,437",JOURNAL OF COMMUNICATION,7.270
882,"35,856",SOLAR ENERGY MATERIALS AND SOLAR CELLS,7.267
883,"7,085",Journal of Occupational Health Psychology,7.250
883,"1,770","Wiley Interdisciplinary Reviews-Data Mining and
Knowledge Discovery",7.250
885,"1,987","Industrial and Organizational Psychology-Perspectives
on Science and Practice",7.235
886,"30,695",PLANT CELL AND ENVIRONMENT,7.228
887,"6,316",FISH AND FISHERIES,7.218
888,"24,161",BRAIN BEHAVIOR AND IMMUNITY,7.217
888,"3,042","JOURNAL OF PLANNING EDUCATION AND
RESEARCH",7.217
890,"51,405",CORROSION SCIENCE,7.205
891,"1,582",Molecular Therapy-Oncolytics,7.200
892,"4,477",Journal of Intellectual Capital,7.198
892,"26,922",MIS QUARTERLY,7.198
892,"26,922",MIS QUARTERLY,7.198
895,"30,944",INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,7.196
896,"20,345","Future Generation Computer Systems-The International
Journal of eScience",7.187
897,"3,102",Health Psychology Review,7.182
898,"2,746",Journal of Sport and Health Science,7.179
898,"2,746",Journal of Sport and Health Science,7.179
900,"13,121","IEEE Transactions on Information Forensics and
Security",7.178
900,"4,427",Internet and Higher Education,7.178
902,"5,442",Swarm and Evolutionary Computation,7.177
903,"13,640","INTERNATIONAL JOURNAL OF PROJECT
MANAGEMENT",7.172
904,"5,601",Microbiology Spectrum,7.171
905,"3,811",Clinical Psychological Science,7.169
905,"3,811",Clinical Psychological Science,7.169
907,"1,000",Therapeutic Advances in Hematology,7.167
908,"8,988",Emerging Microbes & Infections,7.163
909,"103,367",ENERGY,7.147
910,"41,731",WASTE MANAGEMENT,7.145
911,"16,318",GLOBAL ECOLOGY AND BIOGEOGRAPHY,7.144
912,"2,202","AMYLOID-JOURNAL OF PROTEIN FOLDING
DISORDERS",7.141
913,"30,776","INTERNATIONAL JOURNAL OF ROCK
MECHANICS AND MINING SCIENCES",7.135
913,395,International Journal of Web and Grid Services,7.135
913,"10,506",Journal of Retailing and Consumer Services,7.135
916,"3,184",Cell and Bioscience,7.133
917,"7,977",Journal of CO2 Utilization,7.132
918,"1,688",Microsystems & Nanoengineering,7.127
918,"1,406",Review of Managerial Science,7.127
920,"95,966",PEDIATRICS,7.124
921,"1,967",Current Environmental Health Reports,7.122
921,"1,967",Current Environmental Health Reports,7.122
921,"1,023",EUROPEAN UROLOGY SUPPLEMENTS,7.122
924,"10,963",NUTRITION REVIEWS,7.110
925,"6,280","Journal of Ambient Intelligence and Humanized
Computing",7.104
926,"9,244",2D Materials,7.103
926,"1,850",Genes & Diseases,7.103
928,"10,437",JOURNAL OF AUTOIMMUNITY,7.094
929,"1,167",Batteries & Supercaps,7.093
930,"5,410",Current Opinion in Virology,7.090
930,"13,390",Molecular Ecology Resources,7.090
932,"127,067",CHEMOSPHERE,7.086
933,"12,730","OMEGA-INTERNATIONAL JOURNAL OF
MANAGEMENT SCIENCE",7.084
933,"12,730","OMEGA-INTERNATIONAL JOURNAL OF
MANAGEMENT SCIENCE",7.084
935,"15,431",INTERNATIONAL JOURNAL OF PLASTICITY,7.081
936,"5,328",Photonics Research,7.080
937,"11,385",PERSONNEL PSYCHOLOGY,7.073
938,"12,166","EUROPEAN JOURNAL OF VASCULAR AND
ENDOVASCULAR SURGERY",7.069
939,"6,749",Journal of Integrative Plant Biology,7.061
940,"1,540",Sustainable Materials and Technologies,7.053
941,"67,556",AMERICAN JOURNAL OF CLINICAL NUTRITION,7.045
942,"6,024",PRODUCTION PLANNING & CONTROL,7.044
943,"26,186",ENERGY ECONOMICS,7.042
944,"50,525",INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,7.038
